Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
173,0,1.2,27.29839073,64,165,43.3,0,67,4.2,69,0.1,158.52724,1.6,1.6,0.0,10.4
64,0,0.01,1626.591186,99,0,25.1,0,99,11.16,99,0.1,7112.33575,13.7,13.8,0.683,12.4
166,0,2.83,624.2361828,99,15,3.2,0,99,4.97,99,0.1,7318.12641,7.3,7.3,0.734,13.8
157,0,1.01,342.4908556,6,0,46.6,0,67,3.67,67,0.1,2393.367265,1.6,1.5,0.579,10.7
283,25,1.23,40.48815233,15,1588,19.2,40,76,4.27,75,2.1,418.6985763,9.3,9.2,0.407,7.3
127,1,6.87,1092.155356,85,0,53.4,2,85,7.56,85,0.1,7429.628274,2.0,1.9,0.755,12.8
123,33,5.29,112.696486,99,0,61.5,38,99,6.21,99,0.1,982.532572,1.6,1.5,0.748,12.7
186,27,1.47,24.99438738,62,25,35.9,32,99,5.44,99,0.2,383.3494997,3.3,3.3,0.6,11.0
129,30,1.29,832.9552058,85,6200,57.6,36,9,5.45,9,0.1,7384.354661,5.0,4.9,0.681,11.9
81,1,8.09,160.8897265,91,5,58.6,1,92,8.72,92,0.1,1411.31339,0.8,0.8,0.811,14.6
251,25,0.01,9.80407467,8,288,24.1,39,8,4.86,8,1.3,837.9551,7.4,7.3,0.458,10.0
199,16,2.24,53.10009046,91,4211,15.3,18,91,5.55,91,0.7,745.7877873,11.2,11.4,0.511,10.5
137,0,14.97,1802.017593,94,0,57.6,0,94,6.25,94,0.1,14638.6482,1.9,2.0,0.833,16.2
198,4,8.44,52.42529588,46,0,6.1,5,72,7.67,76,0.2,429.71554,2.3,2.4,0.744,15.2
197,6,1.56,15.35342268,62,35,16.1,10,97,4.28,97,0.1,174.6692,15.4,15.5,0.705,12.8
193,0,1.09,19.74929219,89,0,44.7,0,94,5.97,89,0.1,125.79167,1.2,1.2,0.489,9.2
26,0,1.95,81.04656111,99,0,57.3,0,99,3.68,99,0.1,4177.657789,4.0,3.7,0.7,14.3
231,69,0.4,3.824212472,8,830,15.2,93,86,1.97,78,0.5,219.782326,13.3,13.6,0.445,7.7
215,3,2.9,398.6058322,9,0,48.6,3,9,7.3,9,0.3,2632.79942,1.9,1.8,0.636,12.4
89,0,12.27,5068.214488,77,26,6.2,1,97,9.24,97,0.1,36967.28292,0.8,0.8,0.861,15.7
174,4,8.78,375.1740323,98,9,52.9,4,97,5.3,97,0.1,2774.95586,3.5,4.0,0.722,12.5
219,63,4.08,121.3625467,77,9,2.6,82,88,3.95,88,0.1,1391.772325,1.0,9.7,0.646,11.5
74,0,4.6,364.9752287,99,0,58.0,0,99,6.0,99,0.1,3954.22783,1.2,1.3,0.762,14.2
232,3,0.01,796.8734263,84,86,33.3,4,84,8.24,84,3.7,5749.44752,9.5,9.4,0.619,11.5
18,0,1.21,21.90075232,7,9,41.1,0,67,3.28,71,0.1,1469.849149,1.7,1.7,0.0,9.6
31,2,8.64,52.31086276,79,0,33.0,3,74,3.43,76,8.0,763.66223,6.7,6.5,0.652,12.4
163,5,3.23,203.7134882,97,0,42.8,6,98,7.81,98,0.9,1311.741714,2.5,2.4,0.577,10.6
411,25,0.01,54.56033696,91,678,22.7,35,91,11.24,91,0.9,561.8984239,7.9,7.8,0.401,9.1
274,2,2.79,56.431387,93,925,38.5,3,94,4.92,94,0.1,474.2133361,2.6,2.6,0.582,8.9
459,54,7.04,346.5316007,72,1043,41.6,79,7,8.9,7,26.6,2518.398261,14.5,17.1,0.62,12.9
64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.7,0.813,14.6
241,6,2.58,0.358651421,98,59,42.0,8,98,2.16,98,0.1,26.371428,3.3,3.3,0.0,10.4
12,0,0.01,325.6298627,94,0,29.7,0,93,4.29,93,0.2,3558.796314,6.9,6.9,0.643,13.6
21,0,0.46,167.6201552,83,0,74.1,0,74,12.23,82,0.1,1413.3234,0.2,0.1,0.572,11.6
418,26,3.78,54.6659175,89,1865,22.2,38,88,11.98,89,1.3,445.525,8.1,8.0,0.392,8.9
491,2,6.45,76.31867911,93,6,33.2,3,96,4.93,96,14.4,5374.554867,9.6,9.4,0.61,11.9
15,1,5.16,26.99312143,98,6,49.9,1,97,6.12,98,0.1,279.142931,1.8,1.8,0.685,10.8
158,10,5.95,71.6850913,98,2583,27.9,12,99,3.81,99,0.2,575.32176,8.2,8.3,0.711,13.1
157,6,5.93,97.52211538,8,0,56.8,7,82,4.12,83,0.3,627.55544,3.3,3.2,0.709,13.2
184,22,2.36,13.89021225,91,2,39.3,25,98,5.92,98,0.3,182.28625,3.1,3.1,0.644,11.9
699,2,6.41,6.3300072,88,7,31.1,4,97,6.47,97,34.6,355.618382,11.4,11.3,0.558,11.9
123,20,0.5,352.0636419,94,107,52.8,23,94,5.36,95,0.1,3868.83123,6.0,5.9,0.705,13.1
114,4,0.4,546.6235156,98,120,64.0,4,98,7.23,98,0.1,3992.86717,3.9,3.9,0.737,13.1
46,62,1.16,5.813338496,78,8,21.8,87,78,5.9,78,5.1,65.985681,3.6,3.5,0.405,9.1
197,2,2.37,549.2783081,89,0,53.4,2,9,6.81,89,0.3,3736.58713,1.7,1.6,0.666,13.0
146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,1644.816372,15.4,15.5,0.725,13.2
169,0,0.85,334.1673373,63,0,44.1,0,67,4.12,69,0.1,1787.94723,1.6,1.5,0.0,10.7
189,177,0.05,43.17867291,63,14492,16.7,222,8,2.27,7,0.1,899.5556857,11.0,11.1,0.608,10.6
184,18,0.01,16.71406295,99,0,42.2,21,99,6.49,99,0.1,174.468298,3.0,3.1,0.673,12.0
218,1,7.32,493.3279293,93,0,4.9,1,93,7.46,93,0.8,2576.124957,5.6,5.4,0.618,10.7
438,2,5.2,735.7090978,91,0,3.2,3,85,8.61,91,15.7,3934.27325,5.1,5.2,0.526,11.2
79,0,10.0,2698.01817,98,1,6.2,0,98,9.55,98,0.1,21618.73534,0.7,0.5,0.827,16.3
314,11,0.58,158.001946,6,1385,4.4,15,59,8.39,62,1.5,637.3616215,1.5,1.4,0.439,7.6
449,46,7.6,782.5987144,74,5857,46.4,70,75,8.39,76,19.0,5888.6284,8.1,9.8,0.622,12.8
225,0,6.54,86.42744056,43,0,22.2,0,94,11.12,94,1.6,649.342153,7.4,7.4,0.504,9.7
171,0,6.94,1578.872339,92,0,46.0,0,94,5.93,92,0.3,19325.24283,5.8,6.0,0.778,12.7
213,0,0.6,111.7392134,5,0,72.1,0,74,1.6,79,0.1,1214.556667,0.2,0.2,0.0,12.2
99,1,11.29,320.3177664,6,0,59.0,1,96,8.46,95,0.1,2552.3328,0.8,0.8,0.875,18.8
59,0,6.91,3601.287457,82,3,68.0,0,96,9.6,96,0.1,22821.847,0.8,0.7,0.826,14.8
152,15,4.5,34.70333523,65,0,47.4,19,95,4.6,94,0.4,218.25997,1.3,1.3,0.686,13.3
99,1,1.32,140.3771361,81,112,65.4,1,75,6.39,81,0.1,8161.4614,4.8,4.9,0.763,13.3
84,2,9.86,2044.169761,83,0,58.2,2,95,7.24,96,0.1,15323.6114,0.6,0.5,0.825,15.7
82,0,11.75,267.051312,87,0,57.9,0,96,6.8,99,0.1,1618.4928,0.9,0.9,0.877,13.5
129,3,0.53,101.609245,97,1868,37.4,4,97,4.1,97,0.1,1779.49641,7.9,7.7,0.776,12.9
81,0,10.22,665.7356115,97,40,61.9,1,98,1.17,98,0.1,4438.23741,0.9,0.9,0.878,15.9
184,16,0.01,0.442802404,99,8,43.9,18,99,5.84,99,0.1,25.448414,3.0,3.1,0.69,12.1
289,177,1.13,38.55783268,52,3511,14.9,270,63,4.28,54,2.4,325.3825543,11.2,1.9,0.378,7.6
118,1,6.89,1694.467075,8,0,56.3,1,81,8.9,8,0.1,11685.97983,1.9,1.9,0.773,12.9
242,14,11.04,184.764931,97,629,58.1,17,97,6.61,97,0.3,14212.687,2.3,2.4,0.785,14.0
429,52,7.38,365.2585722,72,1166,4.9,76,71,8.31,71,24.0,2681.781,15.4,18.1,0.629,13.0
86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.7,1.9,0.841,14.7
271,41,1.76,30.72290501,94,101,24.9,60,94,5.17,94,2.1,186.76538,7.3,7.2,0.542,10.4
154,9,6.56,801.0504655,98,5197,3.1,11,99,4.17,99,0.1,5859.915622,8.0,8.1,0.729,13.7
122,1,5.53,623.9100503,92,0,5.3,2,88,7.48,92,0.1,4916.54886,2.1,2.1,0.74,12.9
12,9,8.35,1133.558003,91,2,61.0,10,99,5.2,91,0.1,12969.7712,1.0,0.9,0.822,17.2
8,0,10.11,713.5297354,97,576,62.3,1,98,1.42,98,0.1,4772.77415,0.9,0.9,0.884,16.1
1,1,4.29,868.3713593,8,0,46.4,1,92,7.25,91,0.1,3981.52847,2.3,2.2,0.708,11.7
185,17,0.01,19.1624696,99,0,43.0,19,99,6.32,99,0.1,197.551233,3.0,3.1,0.681,12.0
9,0,4.12,75.61062911,91,0,54.7,0,87,9.46,89,0.1,535.86555,2.4,2.4,0.735,14.2
347,76,10.22,94.49686776,82,3312,16.7,114,82,9.9,82,6.8,584.3962137,5.9,5.9,0.477,10.7
162,359,0.01,62.29361092,72,1370,24.7,442,72,2.61,72,0.1,1316.98966,19.4,19.8,0.542,7.8
164,10,0.01,71.50892145,94,16,38.2,12,96,6.39,94,0.2,954.725253,3.6,3.7,0.613,11.1
295,82,0.02,10.91015598,63,1141,15.2,113,63,6.73,63,0.1,369.835796,19.0,19.1,0.415,8.4
274,2,2.75,98.68367951,98,0,42.1,2,99,5.9,99,0.1,998.8226671,2.3,2.4,0.637,11.8
285,13,0.01,4.877350139,87,577,23.7,20,85,5.25,87,1.0,62.1318489,6.6,6.4,0.475,12.0
25,44,0.55,38.4279083,58,2175,21.3,58,87,2.22,84,0.5,1171.58257,13.0,13.2,0.533,9.1
121,6,3.77,59.12850204,87,0,52.8,8,87,7.29,87,0.1,674.9829,1.3,1.1,0.725,13.4
155,1,10.98,107.9826127,96,1,61.5,1,96,6.61,95,0.1,7296.122479,2.1,2.1,0.761,13.8
18,0,6.51,16.49232317,99,0,33.5,0,99,3.59,99,0.1,184.68447,5.8,6.2,0.74,13.2
268,40,0.93,37.12894787,61,62233,15.0,60,65,4.81,66,0.7,316.7998965,8.3,8.3,0.457,8.5
429,26,6.09,92.60233636,97,0,3.3,39,95,6.69,95,8.8,955.648466,6.5,6.4,0.464,9.8
92,0,12.42,12372.05188,94,0,56.4,0,99,8.2,99,0.1,75716.3518,1.0,0.9,0.867,13.5
231,7,2.88,179.6156482,97,1,39.4,8,66,3.85,83,0.1,1283.885977,3.5,3.4,0.0,10.3
291,29,0.2,29.74734049,64,45,2.8,44,62,4.55,64,2.2,438.7513346,8.2,8.2,0.38,8.3
88,2,7.31,241.5533381,95,0,59.3,2,95,6.87,95,0.1,1781.3668,0.9,0.9,0.804,15.2
686,25,1.72,0.0,76,529,25.9,39,76,6.16,75,42.1,548.587312,1.6,1.7,0.427,9.8
268,39,0.01,8.386339501,91,343,18.8,63,91,4.96,91,0.6,75.1464113,8.2,7.7,0.398,7.7
135,1,9.6,503.1115947,65,2,53.9,1,98,8.7,98,0.1,3528.1318,2.5,2.6,0.73,13.2
78,0,10.08,664.4738975,98,109,62.6,1,99,1.54,99,0.1,4474.5717,0.9,0.9,0.886,16.2
194,2,2.68,53.95949877,98,0,51.4,3,98,6.21,98,0.3,357.347674,1.8,1.7,0.659,13.4
232,1,7.2,362.8702271,94,0,4.3,1,94,6.45,94,1.9,2327.58324,5.7,5.5,0.62,11.2
526,33,2.25,1.860003739,81,459,18.8,52,83,6.11,81,15.9,13.154199,7.0,6.9,0.479,10.9
245,6,2.71,29.27235366,98,48,41.3,8,98,2.9,98,0.1,2136.66815,3.3,3.3,0.0,10.4
37,2,7.72,353.2438029,28,0,3.8,3,44,2.76,45,10.9,6741.293948,7.2,7.1,0.64,12.4
65,0,0.01,1259.940376,99,0,24.1,0,99,9.16,99,0.1,6541.7465,13.8,13.9,0.675,12.1
34,7,1.07,5.064688968,96,19,13.9,9,96,2.97,96,1.6,276.75896,9.4,9.5,0.0,5.4
146,0,2.05,568.8692813,87,0,7.8,0,88,5.82,87,0.1,2932.315883,0.1,0.1,0.698,14.5
161,3,5.61,26.18072382,92,0,43.5,4,98,6.43,98,0.2,189.71539,2.2,2.2,0.648,12.1
254,1,10.74,14.06141699,93,45,54.9,1,99,6.62,99,0.1,1244.373185,2.6,2.7,0.681,13.3
145,0,0.91,471.8626525,62,0,49.1,0,66,4.71,65,0.1,2965.82434,1.5,1.4,0.59,10.8
99,1,4.17,112.9493745,94,0,47.3,1,94,8.23,94,0.1,462.14965,2.2,2.2,0.712,11.9
57,0,8.58,374.2947283,94,0,68.8,0,99,9.89,99,0.1,2393.1888,0.8,0.7,0.828,14.2
217,7,2.55,490.4181326,97,0,45.0,8,97,1.98,97,0.1,5649.978486,3.2,3.3,0.665,10.6
165,5,3.02,188.2499208,93,0,42.0,7,94,7.89,94,1.2,1217.657961,2.6,2.5,0.571,10.4
485,55,6.93,519.1563781,71,244,42.2,82,7,8.26,69,28.9,3775.68275,13.5,16.1,0.613,12.9
157,8,3.88,187.3843511,75,0,45.1,10,88,4.62,88,0.3,2183.966796,1.5,1.4,0.675,12.5
186,0,0.99,229.6687488,99,0,47.2,0,99,5.8,99,0.1,1642.837974,1.2,1.2,0.497,9.4
284,25,1.19,75.91429496,74,176,21.0,39,76,4.75,74,2.0,625.8392,8.5,8.4,0.434,8.7
124,2,5.43,7.320514461,98,0,46.9,2,95,7.72,99,0.1,446.372833,2.3,2.3,0.721,12.4
94,0,12.57,333.3569124,97,0,55.7,0,96,9.62,97,0.1,2278.5845,0.7,0.5,0.797,15.4
84,1,8.48,122.1823517,89,56,57.4,1,89,7.6,89,0.1,1242.95373,0.9,0.8,0.794,13.9
247,1,12.05,42.33443901,99,2,56.2,1,99,6.59,99,0.1,2378.33927,2.4,2.5,0.703,14.1
116,4,0.43,68.86623298,98,0,62.4,4,98,8.39,98,0.1,387.324145,3.8,3.9,0.737,13.1
166,0,2.49,6.6489825,99,12,29.7,0,99,4.6,99,0.1,83.635,7.4,7.3,0.728,13.6
234,1,0.21,302.667579,96,7,18.8,1,96,6.58,96,0.4,1795.18137,17.1,17.8,0.0,10.5
96,0,12.89,7877.33656,86,0,54.6,0,99,7.4,99,0.1,48179.4285,1.0,1.0,0.854,13.4
361,24,4.5,21.24915339,92,784,14.5,36,88,11.49,92,3.8,165.8794176,8.1,8.2,0.29,5.9
144,0,4.16,209.0865,66,0,23.2,0,93,5.0,92,0.9,1768.92132,8.9,8.9,0.572,11.3
172,0,6.71,167.2657906,92,0,45.0,0,94,5.98,92,0.3,1967.83283,5.8,6.0,0.773,12.7
12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,2.1,2.0,0.719,12.2
135,104,0.01,52.82986467,96,237,17.0,130,96,2.88,96,0.1,951.8894535,18.3,18.8,0.565,10.0
136,2,10.7,1299.159757,98,115,57.8,3,96,7.12,99,0.1,11527.59323,2.1,2.3,0.818,15.1
273,1,0.52,19.15664091,95,0,15.5,1,96,4.9,95,0.2,997.7417141,18.3,19.1,0.0,8.4
112,1,2.26,404.3879434,83,5,57.9,1,83,1.86,83,0.1,5334.93329,4.9,4.8,0.0,14.9
183,111,7.26,179.4777293,94,36,43.7,127,99,7.3,98,0.1,3739.11936,3.4,3.4,0.677,14.1
41,93,9.81,50.83901418,64,5736,14.8,145,62,9.86,64,8.6,336.4593923,6.4,6.4,0.434,10.6
235,6,2.4,34.23979419,96,0,42.7,8,96,1.93,96,0.1,394.467675,3.2,3.3,0.0,10.5
288,11,0.82,20.53327531,66,0,44.2,14,79,4.36,73,1.1,1166.66337,1.4,1.3,0.477,9.2
255,2,0.12,93.36788979,81,0,2.6,2,81,5.13,81,0.1,795.97519,7.2,7.1,0.461,10.2
181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,52.35956,3.8,3.8,0.586,10.9
281,10,3.88,40.03344077,64,1,23.4,14,79,11.83,75,2.4,232.61732,7.7,7.6,0.394,9.8
3,2,0.01,12.83447357,95,7,36.2,3,96,6.27,95,4.4,729.231453,7.3,7.0,0.687,12.5
24,1,7.04,170.6325842,93,0,39.6,1,92,4.67,93,1.1,1945.6395,5.7,5.5,0.622,11.7
271,64,0.01,73.52358168,62,492,18.6,86,58,8.18,62,0.1,612.696514,17.5,17.5,0.476,10.0
13,5,1.98,246.5686008,8,0,48.0,6,85,5.33,81,0.1,5842.85784,2.8,2.9,0.737,11.7
249,31,0.03,75.25799773,59,474,53.2,38,63,3.0,59,0.1,2351.812429,5.4,5.1,0.631,10.2
231,5,8.71,324.5491348,66,0,58.0,6,74,7.8,71,0.3,2545.48341,2.5,2.6,0.734,14.9
296,58,0.49,57.11644801,73,172,17.5,103,7,6.28,69,2.0,439.3572924,1.1,1.0,0.333,5.5
163,10,0.01,1.0419164,96,1,39.0,11,97,6.75,96,0.2,14.214412,3.6,3.7,0.617,11.2
22,0,4.72,685.0299083,84,0,52.6,0,84,5.92,84,0.8,5761.39536,3.5,3.4,0.684,11.7
196,0,4.94,815.4355995,84,0,53.3,0,85,5.92,85,1.2,6858.163158,3.5,3.4,0.691,11.9
194,0,0.01,8.198047581,96,0,28.5,0,96,8.6,96,0.5,138.949959,5.9,5.7,0.553,10.8
142,0,1.24,471.8307668,82,0,72.7,0,84,4.59,82,0.1,3547.59975,0.1,0.1,0.707,14.4
157,6,6.05,587.8828228,8,0,52.6,8,85,4.41,82,1.2,4952.67753,3.4,3.3,0.695,12.9
12,1,6.95,201.7490628,85,0,55.6,1,87,7.25,85,0.1,1589.82713,1.9,1.9,0.765,12.8
327,18,11.57,625.5081805,97,454,55.3,20,98,5.21,98,0.3,5323.473877,2.4,2.7,0.748,13.7
172,4,2.1,17.81424344,98,33,18.5,4,98,3.44,98,0.1,254.489192,15.4,15.4,0.731,13.3
174,6,2.61,28.80831098,93,0,38.8,8,88,6.63,94,1.7,188.783165,2.8,2.7,0.551,9.8
19,0,5.82,11.85100131,94,0,36.8,0,94,5.22,94,1.0,129.51914,6.3,6.8,0.736,12.2
321,19,11.5,46.51559476,96,2444,55.0,21,98,5.19,97,0.3,412.372294,2.5,2.8,0.741,13.6
165,12,6.2,520.7639087,96,3893,24.6,14,98,3.56,98,0.4,3972.26475,8.6,8.8,0.687,12.3
68,2,8.2,971.9280384,7,803,64.7,2,87,1.82,87,0.1,5282.2176,0.5,0.5,0.903,15.9
253,14,5.68,4.989712322,68,0,47.7,19,67,8.1,68,0.5,81.265673,3.9,3.9,0.483,9.1
127,9,0.92,116.2585943,83,375,47.6,10,83,4.11,8,0.1,1577.457182,6.5,6.3,0.624,11.0
61,1,2.67,3793.161624,98,70,63.4,1,94,7.39,94,0.1,33657.15727,1.2,1.1,0.883,15.8
7,2,10.24,5596.535203,97,297,62.3,2,97,8.8,97,0.1,35578.73619,0.6,0.5,0.854,16.1
153,0,3.52,40.22855669,35,0,7.3,0,37,4.68,39,0.1,287.963899,0.2,0.2,0.677,12.7
219,8,0.02,7.35400072,74,11,25.5,12,75,3.54,75,1.3,113.3128,9.4,9.1,0.475,7.4
282,4,0.01,50.06053544,87,1,25.6,6,87,5.59,87,3.4,642.6256154,7.3,7.1,0.419,9.2
288,4,2.55,47.12969266,8,0,22.5,7,78,6.81,8,6.0,544.222779,8.3,8.1,0.401,8.9
219,21,0.3,1.177477677,86,999,21.2,33,83,4.81,86,0.5,12.566464,1.6,1.5,0.444,7.5
138,4,1.97,97.76637062,99,3,16.6,5,99,4.6,99,0.1,1259.87591,15.4,15.5,0.712,12.9
196,0,5.13,885.0739766,87,0,54.1,0,85,6.14,87,0.6,7443.85178,3.5,3.4,0.696,12.1
229,14,10.58,1529.497771,97,2339,59.3,16,98,7.9,97,0.2,15543.67653,2.3,2.3,0.799,14.6
183,24,1.59,34.41887163,99,75,37.0,29,99,5.11,99,0.3,465.1198869,3.2,3.2,0.613,11.6
282,16,12.19,11.02617159,98,173,56.1,19,98,5.38,98,0.3,911.25385,2.4,2.6,0.761,13.8
497,55,6.96,622.043809,76,830,42.9,83,73,7.93,74,29.7,4863.51688,12.6,15.0,0.611,12.9
2,0,0.99,240.4851202,99,0,43.0,0,99,6.66,99,0.1,948.6592511,1.3,1.3,0.47,8.4
117,0,6.03,463.6397821,95,0,63.4,0,95,8.58,95,0.1,16737.89827,1.5,1.4,0.791,15.5
12,3,1.46,420.1153538,99,3,53.1,4,99,5.64,99,0.1,3371.71231,6.3,6.3,0.689,14.2
27,0,0.48,18.21661422,91,0,75.2,0,95,1.52,91,0.1,1493.1651,0.1,0.1,0.584,11.9
244,1,7.73,10.9363388,91,0,37.1,1,93,5.84,91,2.3,96.8674827,5.9,5.7,0.609,11.0
26,2,3.79,126.698109,98,12,43.9,2,99,5.6,95,0.1,1634.81431,2.2,2.4,0.661,13.0
133,1,6.66,18.5314303,54,23,51.3,1,93,1.19,88,0.1,276.588512,2.6,2.8,0.734,12.8
189,149,0.07,10.26341108,82,15369,21.3,181,83,2.81,77,0.2,216.52766,1.7,1.7,0.641,11.7
9,3,11.92,582.6157028,9,779,56.6,4,96,1.62,97,0.1,3359.95215,1.1,1.1,0.872,16.3
241,50,0.15,32.22493445,75,771,17.7,93,4,6.66,75,0.7,375.5819866,1.5,1.3,0.323,4.8
288,17,7.11,9.165614959,97,5,17.7,25,93,7.2,97,2.8,539.1538211,6.6,6.4,0.447,10.2
134,12,4.22,448.7670462,94,0,49.5,15,94,4.47,94,0.4,3171.49856,1.2,1.2,0.693,13.0
221,0,1.93,20.7119129,98,17,51.2,0,92,3.28,91,0.1,238.891729,4.3,4.0,0.683,13.2
22,42,0.7,38.33793462,75,1010,22.1,55,76,2.16,75,0.4,1168.83947,12.9,13.2,0.54,9.1
13,3,13.63,3410.284431,26,10000,54.6,4,98,9.77,97,0.1,22465.64184,0.7,0.6,0.844,15.7
216,62,4.19,137.327474,87,530,21.1,80,87,3.94,87,0.1,1672.685433,1.0,9.7,0.648,11.4
113,4,0.41,63.8784522,98,20,64.8,4,98,7.45,98,0.1,466.94775,3.9,3.9,0.737,13.1
17,4,1.34,321.7694175,92,22,5.6,4,95,5.36,95,0.1,2761.969249,6.4,6.3,0.667,13.5
57,0,7.4,10947.02327,53,30,58.1,0,98,11.8,98,0.1,57134.777,1.4,1.3,0.903,15.8
311,6,0.63,1.575160196,92,82,15.5,9,92,3.3,92,1.0,43.7544499,9.0,8.9,0.402,5.2
7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,1.8,2.0,0.884,15.7
17,0,0.01,726.0291764,87,0,61.3,0,91,6.42,91,0.1,7378.345289,1.8,1.9,0.803,15.1
142,2,2.72,60.55818291,51,199,47.0,2,89,8.72,84,0.1,779.3845935,2.9,3.0,0.677,11.8
247,14,8.34,9.074569426,97,31,18.9,20,93,7.71,97,1.3,617.317648,6.3,6.2,0.464,10.2
145,1,3.51,31.76575838,92,2,48.9,1,91,5.4,91,0.4,492.492378,1.9,1.7,0.718,12.6
229,0,12.7,116.504961,95,1,58.7,0,94,6.2,94,0.1,924.642548,3.0,3.0,0.807,16.4
138,0,0.01,63.80294988,77,0,73.8,0,79,4.51,77,0.1,451.542462,0.1,0.1,0.717,14.4
259,34,0.68,6.448762615,77,3,17.1,49,77,4.5,77,0.5,47.733254,7.8,7.7,0.491,9.4
137,22,0.47,9.469371264,96,0,49.1,26,98,5.6,98,0.1,213.755559,6.5,6.3,0.569,9.8
89,0,4.03,732.8662491,89,3000,55.3,0,86,9.57,86,0.1,5193.94932,2.4,2.4,0.742,14.2
97,1,3.34,2568.237059,91,0,57.5,1,9,9.56,91,0.1,9985.36959,1.8,1.7,0.758,13.6
26,0,0.53,30.46703899,95,0,75.7,0,95,1.42,99,0.1,1692.613277,0.1,0.1,0.585,11.9
65,0,11.12,16255.16198,94,0,6.9,0,99,6.94,99,0.1,119172.7418,1.0,0.9,0.892,13.9
93,1,4.2,150.8891479,89,0,52.4,1,89,8.37,89,0.1,612.623418,1.9,1.9,0.734,12.8
224,7,6.63,179.170133,99,127,49.9,7,99,4.6,99,0.1,11634.42422,2.3,2.5,0.766,14.4
13,3,1.29,594.6453102,98,16,59.3,3,98,7.26,98,0.1,4199.47253,6.4,6.3,0.72,14.7
162,3,7.68,615.4030781,98,5043,53.9,4,97,5.47,97,0.1,4676.315183,3.3,3.8,0.745,13.4
13,0,5.38,595.7306923,9,0,56.5,0,9,8.1,9,0.1,4383.59597,2.2,2.2,0.751,13.2
238,1,7.35,17.46405901,93,0,39.0,1,93,5.83,93,1.8,198.455216,5.7,5.5,0.619,11.4
38,68,0.01,14.16770158,78,314,18.1,97,82,7.22,78,3.2,719.172669,5.7,5.6,0.483,10.0
193,11,2.16,457.7745845,88,0,47.9,14,88,6.28,88,0.4,3187.845296,1.2,1.2,0.609,10.5
65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.7,0.808,14.4
6,2,6.95,5219.668802,96,372,61.0,2,96,9.42,96,0.1,35849.37364,0.5,0.5,0.869,16.4
191,159,0.06,72.0159316,66,20422,19.7,194,78,2.91,72,0.1,1586.254,1.8,1.8,0.632,10.9
77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.7,1.9,0.87,15.3
219,0,0.6,59.97185848,85,0,68.8,0,88,9.0,85,0.1,734.9492461,0.2,0.2,0.0,10.4
97,0,12.39,1899.107385,96,0,62.5,0,96,7.83,96,0.1,13574.749,1.5,1.5,0.817,14.9
195,0,15.07,101.1201161,9,0,55.2,0,95,5.13,94,0.1,885.465115,2.2,2.3,0.805,15.7
232,3,0.01,760.6550553,89,1028,34.1,3,89,8.53,89,2.5,5488.131712,9.0,8.9,0.625,11.6
416,87,2.16,40.82597077,76,7155,17.3,127,76,6.45,76,14.5,262.884551,4.0,4.0,0.311,6.2
67,0,1.92,1079.893546,96,0,23.1,0,96,8.11,96,0.1,6497.55443,13.9,14.0,0.663,11.8
258,58,1.84,165.9304977,93,190,2.7,81,94,5.57,87,3.0,1229.114798,7.9,7.7,0.541,11.1
254,1,0.73,145.5965445,95,11,16.7,1,95,5.28,95,0.3,1247.61392,17.8,18.6,0.0,9.2
23,0,14.66,1109.854619,98,16,61.1,1,98,6.7,98,0.1,7978.825443,2.0,2.0,0.796,15.7
425,74,1.03,53.9502789,75,267,19.3,108,75,5.25,75,14.1,422.1461573,3.8,3.7,0.36,8.2
132,20,0.36,270.2401962,8,944,49.8,23,95,3.36,95,0.1,3464.6179,6.1,6.0,0.686,12.3
263,2,2.43,55.60878216,98,1205,39.8,2,98,5.81,98,0.1,571.51883,2.4,2.5,0.599,10.1
679,2,5.48,306.9527349,87,1,3.5,4,97,5.73,97,37.2,3128.97793,11.8,11.8,0.56,11.8
13,3,1.29,623.2120325,98,11,57.4,3,98,7.15,98,0.1,4256.91279,6.4,6.3,0.714,14.5
23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,6.8,6.6,0.497,11.1
124,0,4.16,360.6208825,98,0,26.2,0,99,3.96,99,0.4,3638.95946,7.8,7.8,0.615,12.2
6,0,10.8,230.2524184,96,0,57.3,0,99,7.4,99,0.1,3215.8159,0.9,1.0,0.849,14.1
96,1,3.42,386.1379123,94,0,58.5,1,95,9.47,95,0.1,1569.66631,1.7,1.7,0.762,13.7
